Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.15348
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.14674
Iter = 4, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.08471
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.30109
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.02892
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03388
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.25654
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.26504
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.01902
Iter = 4, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.24356
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.04616
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 9, p-value = 0.04984
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.21305
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.23805
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 7, p-value = 0.03240
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.02390
Iter = 4, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 6, p-value = 0.04893
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11077
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.11966
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07743
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10096
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06513
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06508
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03477
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03876
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05713
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05887
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07655
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.37835
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.40185
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.07652
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.20210
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.15481
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.02538
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08291
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.43988
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.06153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.04290
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 8, p-value = 0.17217
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.15153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.04715
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.09467
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.14421
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.04445
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.01441
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.10914
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.07483
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.09069
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.04943
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.08170
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.06710
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.06761
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.09694
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.23179
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.55247
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.06444
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.14110
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.11528
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00567
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.06578
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.19889
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.10426
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.02397
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 8, p-value = 0.32022
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.22981
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.17310
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.15400
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11077
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.11966
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07743
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10096
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06513
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06508
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03477
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03876
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05713
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05887
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07655
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.37835
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.40185
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.07652
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.20210
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.15481
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.02538
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08291
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.43988
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.06153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.04290
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 8, p-value = 0.17217
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.15153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.04715
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.09467
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11077
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.11966
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07743
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10096
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06513
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06508
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03477
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03876
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05713
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05887
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07655
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.37835
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.40185
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.07652
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.20210
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.15481
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.02538
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08291
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.43988
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.06153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.04290
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 8, p-value = 0.17217
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.15153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.04715
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.09467
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.14421
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.04445
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.01441
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.10914
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.07483
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.09069
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.04943
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.08170
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.06710
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.06761
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.09694
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.23179
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 12, p-value = 0.55247
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.06444
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.14110
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 9, p-value = 0.11528
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00567
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.06578
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.19889
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.10426
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.02397
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 8, p-value = 0.32022
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.22981
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.17310
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.15400
Iter = 5, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.11077
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.11966
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07743
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.10096
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06513
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06508
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.03477
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03876
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05713
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05887
Iter = 5, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.07655
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.37835
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 12, p-value = 0.40185
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.07652
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.20210
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 9, p-value = 0.15481
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.02538
Iter = 5, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.08291
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.43988
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.06153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.04290
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 8, p-value = 0.17217
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.15153
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.04715
Iter = 5, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.09467
Iter = 2, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 6, p-value = 0.02080
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Overall Survival, Number of Groups = 8, p-value = 0.00107
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Overall Survival, Number of Groups = 9, p-value = 0.00753
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Overall Survival, Number of Groups = 7, p-value = 0.00175
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=80,k=10), Overall Survival, Number of Groups = 7, p-value = 0.00465
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=75,k=10), Overall Survival, Number of Groups = 5, p-value = 0.02230
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=70,k=10), Overall Survival, Number of Groups = 5, p-value = 0.02686
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=65,k=10), Overall Survival, Number of Groups = 6, p-value = 0.01444
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=60,k=10), Overall Survival, Number of Groups = 6, p-value = 0.04017
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=55,k=10), Overall Survival, Number of Groups = 5, p-value = 0.06175
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=50,k=10), Overall Survival, Number of Groups = 6, p-value = 0.03355
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=3), Overall Survival, Number of Groups = 10, p-value = 0.00216
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=5), Overall Survival, Number of Groups = 11, p-value = 0.00538
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=10), Overall Survival, Number of Groups = 12, p-value = 0.00052
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=15), Overall Survival, Number of Groups = 11, p-value = 0.00003
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=20), Overall Survival, Number of Groups = 11, p-value = 0.00023
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=25), Overall Survival, Number of Groups = 9, p-value = 0.00038
Iter = 2, PhenoGraph_k = 30, knn_graph (percentile=95,k=30), Overall Survival, Number of Groups = 8, p-value = 0.00047
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=3), Overall Survival, Number of Groups = 11, p-value = 0.00227
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=5), Overall Survival, Number of Groups = 12, p-value = 0.00058
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=10), Overall Survival, Number of Groups = 11, p-value = 0.00017
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=15), Overall Survival, Number of Groups = 9, p-value = 0.03284
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=20), Overall Survival, Number of Groups = 8, p-value = 0.00527
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=25), Overall Survival, Number of Groups = 8, p-value = 0.04514
Iter = 2, PhenoGraph_k = 30, two_step_knn_graph (percentile=95,k=30), Overall Survival, Number of Groups = 7, p-value = 0.00966
Iter = 2, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.00510
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.00019
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.01950
Iter = 2, PhenoGraph_k = 30, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.00358
